Treatment,ID,Tray,Placement,Flowering_date,avg_germ,FT,Sow_date,FD,days_to_germ
Wet,2889,14,6,02-Feb,03-Nov,91,29-Oct,96,5
Wet,2130,14,7,27-Jan,02-Nov,86,29-Oct,90,4.333333333
Wet,2616,14,8,20-Jan,03-Nov,78,29-Oct,83,5.666666667
Wet,3012,14,9,12-Jan,06-Nov,67,29-Oct,75,8.333333333
Wet,2175,14,10,01-Feb,02-Nov,91,29-Oct,95,4.333333333
Wet,2358,14,11,21-Feb,08-Nov,105,29-Oct,115,10.33333333
Wet,2820,14,12,18-Jan,05-Nov,74,29-Oct,81,7.666666667
Wet,2985,14,13,18-Jan,06-Nov,73,29-Oct,81,8.666666667
Wet,2895,14,14,20-Jan,02-Nov,79,29-Oct,83,4
Wet,2436,14,15,08-Jan,06-Nov,63,29-Oct,71,8
Wet,2304,14,16,20-Jan,04-Nov,77,29-Oct,83,6
Wet,3381,14,17,22-Jan,09-Nov,74,29-Oct,85,11.33333333
Wet,2856,14,18,04-Jan,08-Nov,57,29-Oct,67,10.66666667
Wet,2943,15,1,11-Jan,07-Nov,65,29-Oct,74,9.333333333
Wet,2505,15,2,19-Jan,08-Nov,72,29-Oct,82,10
Wet,2865,15,3,18-Jan,04-Nov,75,29-Oct,81,6
Wet,3108,15,4,28-Jan,06-Nov,83,29-Oct,91,8.666666667
Wet,2391,15,5,25-Jan,05-Nov,81,29-Oct,88,7
Wet,2913,15,6,07-Jan,03-Nov,65,29-Oct,70,5.666666667
Wet,2112,15,7,01-Feb,05-Nov,88,29-Oct,95,7
Wet,2052,15,8,22-Jan,04-Nov,79,29-Oct,85,6.666666667
Wet,2517,15,9,04-Feb,03-Nov,93,29-Oct,98,5.333333333
Wet,2673,15,10,16-Feb,03-Nov,105,29-Oct,110,5.666666667
Wet,2685,15,11,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,3360,15,12,22-Jan,08-Nov,75,29-Oct,85,10.33333333
Wet,2796,15,13,09-Jan,09-Nov,61,29-Oct,72,11.5
Wet,3396,15,14,08-Jan,04-Nov,65,29-Oct,71,6.333333333
Wet,2868,15,15,17-Jan,04-Nov,74,29-Oct,80,6.333333333
Wet,2949,15,16,20-Jan,09-Nov,72,29-Oct,83,11.33333333
Wet,3132,15,17,22-Feb,05-Nov,109,29-Oct,116,7
Wet,2319,15,18,20-Jan,04-Nov,77,29-Oct,83,6
Wet,3009,16,1,04-Jan,06-Nov,59,29-Oct,67,8.333333333
Wet,2427,16,2,07-Jan,02-Nov,66,29-Oct,70,4.666666667
Wet,3321,16,3,12-Jan,04-Nov,69,29-Oct,75,6
Wet,2172,16,4,02-Feb,01-Nov,93,29-Oct,96,3
Wet,3177,16,5,27-Jan,03-Nov,85,29-Oct,90,5.5
Wet,3327,16,6,17-Jan,06-Nov,72,29-Oct,80,8.333333333
Wet,2910,16,7,16-Feb,06-Nov,102,29-Oct,110,8
Wet,2988,16,8,18-Jan,10-Nov,69,29-Oct,81,12
Wet,2850,16,9,24-Jan,05-Nov,80,29-Oct,87,7.666666667
Wet,2241,16,10,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2595,16,11,17-Jan,03-Nov,75,29-Oct,80,5.333333333
Wet,3432,16,12,19-Jan,02-Nov,78,29-Oct,82,4.666666667
Wet,3408,16,13,15-Jan,03-Nov,73,29-Oct,78,5.666666667
Wet,2382,16,14,26-Jan,04-Nov,83,29-Oct,89,6
Wet,3411,16,15,17-Jan,04-Nov,74,29-Oct,80,6
Wet,2565,16,16,26-Jan,04-Nov,83,29-Oct,89,6.333333333
Wet,3189,16,17,24-Jan,03-Nov,82,29-Oct,87,5.666666667
Wet,3135,16,18,,05-Nov,22-Feb,29-Oct,01-Mar,7.666666667
Wet,3429,17,1,,02-Nov,25-Feb,29-Oct,01-Mar,4.666666667
Wet,2763,17,2,13-Jan,04-Nov,70,29-Oct,76,6.666666667
Wet,2475,17,3,29-Jan,03-Nov,87,29-Oct,92,5.666666667
Wet,2721,17,4,NA,18-Nov,#VALUE!,29-Oct,#VALUE!,20.33333333
Wet,2811,17,5,07-Jan,04-Nov,64,29-Oct,70,6.666666667
Wet,2814,17,6,09-Jan,06-Nov,64,29-Oct,72,8.333333333
Wet,2979,17,7,09-Jan,07-Nov,63,29-Oct,72,9.333333333
Wet,2562,17,8,30-Jan,03-Nov,88,29-Oct,93,5.666666667
Wet,2529,17,9,23-Jan,08-Nov,76,29-Oct,86,10.66666667
Wet,3039,17,10,22-Jan,06-Nov,77,29-Oct,85,8.333333333
Wet,2874,17,11,16-Jan,04-Nov,73,29-Oct,79,6.333333333
Wet,3303,17,12,27-Jan,10-Nov,78,29-Oct,90,12
Wet,3357,17,13,11-Jan,05-Nov,67,29-Oct,74,7.666666667
Wet,2457,17,14,13-Jan,04-Nov,70,29-Oct,76,6.333333333
Wet,2253,17,15,14-Jan,03-Nov,72,29-Oct,77,5.666666667
Wet,2670,17,16,13-Feb,04-Nov,101,29-Oct,107,6
Wet,2094,17,17,22-Jan,04-Nov,79,29-Oct,85,6.333333333
Wet,2274,17,18,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2307,18,1,21-Jan,05-Nov,77,29-Oct,84,7
Wet,3159,18,2,20-Jan,12-Nov,69,29-Oct,83,14.33333333
Wet,2400,18,3,13-Jan,04-Nov,70,29-Oct,76,6
Wet,2739,18,4,26-Jan,04-Nov,83,29-Oct,89,6.666666667
Wet,3402,18,5,23-Jan,12-Nov,72,29-Oct,86,14.33333333
Wet,2211,18,6,15-Feb,03-Nov,104,29-Oct,109,5
Wet,2544,18,7,20-Jan,05-Nov,76,29-Oct,83,7.333333333
Wet,2787,18,8,03-Apr,04-Nov,150,29-Oct,156,6
Wet,3186,18,9,10-Jan,04-Nov,67,29-Oct,73,6.333333333
Wet,3084,18,10,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,3306,18,11,20-Jan,04-Nov,77,29-Oct,83,6.333333333
Wet,2163,18,12,29-Jan,02-Nov,88,29-Oct,92,4.666666667
Wet,2862,18,13,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,3297,18,14,23-Jan,04-Nov,80,29-Oct,86,6.333333333
Wet,3414,18,15,23-Jan,03-Nov,81,29-Oct,86,5.333333333
Wet,3375,18,16,22-Jan,04-Nov,79,29-Oct,85,6.666666667
Wet,2421,18,17,14-Jan,02-Nov,73,29-Oct,77,4.333333333
Wet,3435,18,18,12-Jan,03-Nov,70,29-Oct,75,5
Wet,3264,19,1,NA,06-Nov,#VALUE!,29-Oct,#VALUE!,8
Wet,3117,19,2,04-Jan,03-Nov,62,29-Oct,67,5.666666667
Wet,2499,19,3,20-Jan,07-Nov,74,29-Oct,83,9
Wet,2493,19,4,03-Feb,04-Nov,91,29-Oct,97,6
Wet,2760,19,5,29-Jan,09-Nov,81,29-Oct,92,11.33333333
Wet,3048,19,6,13-Jan,08-Nov,66,29-Oct,76,10.66666667
Wet,3207,19,7,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2853,19,8,10-Jan,03-Nov,68,29-Oct,73,5
Wet,2571,19,9,22-Jan,03-Nov,80,29-Oct,85,5
Wet,2964,19,10,15-Jan,06-Nov,70,29-Oct,78,8.666666667
Wet,2043,19,11,15-Jan,05-Nov,71,29-Oct,78,7
Wet,2355,19,12,01-Feb,04-Nov,89,29-Oct,95,6
Wet,3192,19,13,19-Jan,06-Nov,74,29-Oct,82,8.666666667
Wet,2697,19,14,19-Jan,03-Nov,77,29-Oct,82,5.333333333
Wet,2118,19,15,20-Jan,03-Nov,78,29-Oct,83,5.333333333
Wet,2415,19,16,16-Jan,02-Nov,75,29-Oct,79,4.666666667
Wet,2907,19,17,18-Jan,05-Nov,74,29-Oct,81,7.333333333
Wet,3315,19,18,21-Jan,04-Nov,78,29-Oct,84,6.333333333
Wet,3378,20,1,18-Jan,04-Nov,75,29-Oct,81,6
Wet,2406,20,2,11-Jan,09-Nov,63,29-Oct,74,11
Wet,2388,20,3,20-Jan,05-Nov,76,29-Oct,83,7.333333333
Wet,2682,20,4,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2283,20,5,18-Jan,03-Nov,76,29-Oct,81,5.333333333
Wet,2619,20,6,,03-Nov,24-Feb,29-Oct,01-Mar,5.666666667
Wet,3324,20,7,15-Jan,04-Nov,72,29-Oct,78,6.333333333
Wet,3171,20,8,12-Jan,03-Nov,70,29-Oct,75,5.666666667
Wet,2352,20,9,29-Jan,04-Nov,86,29-Oct,92,6.666666667
Wet,2490,20,10,28-Jan,04-Nov,85,29-Oct,91,6
Wet,2472,20,11,24-Jan,04-Nov,81,29-Oct,87,6.666666667
Wet,3285,20,12,12-Jan,06-Nov,67,29-Oct,75,8.333333333
Wet,3054,20,13,05-Jan,07-Nov,59,29-Oct,68,9
Wet,2076,20,14,03-Mar,18-Nov,105,29-Oct,125,20
Wet,2022,20,15,16-Jan,04-Nov,73,29-Oct,79,6.666666667
Wet,2496,20,16,19-Jan,06-Nov,74,29-Oct,82,8.333333333
Wet,3363,20,17,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2805,20,18,10-Jan,03-Nov,68,29-Oct,73,5
Wet,2955,21,1,08-Jan,06-Nov,63,29-Oct,71,8
Wet,3105,21,2,23-Jan,05-Nov,79,29-Oct,86,7
Wet,2730,21,3,NA,14-Nov,#VALUE!,29-Oct,#VALUE!,16
Wet,2778,21,4,28-Jan,12-Nov,77,29-Oct,91,14.66666667
Wet,3270,21,5,02-Jan,04-Nov,59,29-Oct,65,6.666666667
Wet,2229,21,6,04-Feb,04-Nov,92,29-Oct,98,6
Wet,3153,21,7,16-Jan,05-Nov,72,29-Oct,79,7
Wet,3198,21,8,15-Jan,04-Nov,72,29-Oct,78,6
Wet,3342,21,9,25-Jan,10-Nov,76,29-Oct,88,12.66666667
Wet,3138,21,10,07-Jan,08-Nov,60,29-Oct,70,10.33333333
Wet,2340,21,11,12-Jan,03-Nov,70,29-Oct,75,5.666666667
Wet,2442,21,12,12-Jan,05-Nov,68,29-Oct,75,7
Wet,2847,21,13,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,3228,21,14,12-Jan,06-Nov,67,29-Oct,75,8.333333333
Wet,2067,21,15,NA,08-Nov,#VALUE!,29-Oct,#VALUE!,10.33333333
Wet,2238,21,16,18-Mar,03-Nov,134.3333333,29-Oct,140,5.666666667
Wet,3165,21,17,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2784,21,18,27-Jan,07-Nov,81,29-Oct,90,9.5
Wet,2586,22,1,18-Jan,02-Nov,77,29-Oct,81,4.333333333
Wet,2892,22,2,24-Jan,03-Nov,82,29-Oct,87,5.333333333
Wet,2262,22,3,17-Jan,03-Nov,75,29-Oct,80,5.666666667
Wet,2220,22,4,26-Jan,07-Nov,80,29-Oct,89,9
Wet,3078,22,5,25-Jan,05-Nov,81,29-Oct,88,7
Wet,3156,22,6,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2715,22,7,18-Jan,04-Nov,75,29-Oct,81,6
Wet,2655,22,8,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2445,22,9,08-Jan,03-Nov,66,29-Oct,71,5
Wet,2646,22,10,NA,04-Nov,#VALUE!,29-Oct,#VALUE!,6.666666667
Wet,2430,22,11,11-Jan,04-Nov,68,29-Oct,74,6.666666667
Wet,3216,22,12,23-Jan,05-Nov,79,29-Oct,86,7
Wet,2334,22,13,28-Feb,05-Nov,115,29-Oct,122,7
Wet,2154,22,14,04-Feb,04-Nov,92,29-Oct,98,6.333333333
Wet,2394,22,15,03-Feb,15-Nov,80,29-Oct,97,17
Wet,2433,22,16,07-Jan,03-Nov,65,29-Oct,70,5.333333333
Wet,2142,22,17,16-Jan,04-Nov,73,29-Oct,79,6
Wet,2196,22,18,28-Feb,05-Nov,114.6666667,29-Oct,122,7.333333333
Wet,2835,23,1,10-Jan,03-Nov,68,29-Oct,73,5
Wet,3126,23,2,20-Jan,05-Nov,76,29-Oct,83,7
Wet,3000,23,3,25-Jan,09-Nov,77,29-Oct,88,11
Wet,2397,23,4,10-Jan,03-Nov,68,29-Oct,73,5.666666667
Wet,2268,23,5,20-Jan,02-Nov,79,29-Oct,83,4
Wet,2652,23,6,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,3174,23,7,27-Jan,05-Nov,83,29-Oct,90,7.333333333
Wet,2532,23,8,24-Jan,06-Nov,79,29-Oct,87,8.666666667
Wet,2742,23,9,09-Jan,12-Nov,58,29-Oct,72,14
Wet,3252,23,10,10-Jan,06-Nov,65,29-Oct,73,8.333333333
Wet,2574,23,11,17-Jan,04-Nov,74,29-Oct,80,6
Wet,3282,23,12,14-Jan,07-Nov,68,29-Oct,77,9
Wet,2631,23,13,23-Jan,03-Nov,81,29-Oct,86,5.666666667
Wet,2325,23,14,19-Jan,04-Nov,76,29-Oct,82,6.333333333
Wet,2232,23,15,06-Jan,06-Nov,61,29-Oct,69,8
Wet,2931,23,16,15-Jan,08-Nov,68,29-Oct,78,10
Wet,2310,23,17,21-Jan,05-Nov,77,29-Oct,84,7.666666667
Wet,3042,23,18,06-Jan,08-Nov,59,29-Oct,69,10.5
Wet,2622,24,1,17-Jan,05-Nov,73,29-Oct,80,7.666666667
Wet,3387,24,2,15-Jan,04-Nov,72,29-Oct,78,6
Wet,2952,24,3,19-Jan,07-Nov,73,29-Oct,82,9
Wet,2604,24,4,23-Jan,04-Nov,80,29-Oct,86,6
Wet,2361,24,5,09-Jan,06-Nov,64,29-Oct,72,8.333333333
Wet,2736,24,6,22-Jan,10-Nov,73,29-Oct,85,12.33333333
Wet,2547,24,7,14-Jan,02-Nov,73,29-Oct,77,4.666666667
Wet,2502,24,8,13-Jan,06-Nov,68,29-Oct,76,8.333333333
Wet,2454,24,9,17-Jan,04-Nov,74,29-Oct,80,6.666666667
Wet,2625,24,10,24-Jan,04-Nov,81,29-Oct,87,6.333333333
Wet,2214,24,11,03-Mar,04-Nov,118.6666667,29-Oct,125,6.333333333
Wet,2634,24,12,27-Jan,02-Nov,86,29-Oct,90,4.666666667
Wet,2145,24,13,21-Jan,03-Nov,79,29-Oct,84,5.5
Wet,2757,24,14,18-Jan,05-Nov,74,29-Oct,81,7
Wet,2607,24,15,16-Jan,03-Nov,74,29-Oct,79,5.333333333
Wet,2190,24,16,10-Feb,05-Nov,97,29-Oct,104,7
Wet,2109,24,17,24-Jan,02-Nov,83,29-Oct,87,4.666666667
Wet,2250,24,18,NA,04-Nov,#DIV/0!,29-Oct,#VALUE!,6.333333333
Wet,2841,25,1,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,3045,25,2,10-Jan,04-Nov,67,29-Oct,73,6.666666667
Wet,2199,25,3,26-Feb,02-Nov,115.6666667,29-Oct,120,4.333333333
Wet,2724,25,4,26-Jan,11-Nov,76,29-Oct,89,13
Wet,2991,25,5,16-Jan,05-Nov,72,29-Oct,79,7.333333333
Wet,2484,25,6,05-Feb,04-Nov,93,29-Oct,99,6.666666667
Wet,3288,25,7,17-Jan,04-Nov,74,29-Oct,80,6
Wet,3417,25,8,09-Jan,03-Nov,67,29-Oct,72,5.666666667
Wet,3120,25,9,22-Jan,06-Nov,77,29-Oct,85,8
Wet,3021,25,10,16-Jan,05-Nov,72,29-Oct,79,7.333333333
Wet,2367,25,11,11-Jan,05-Nov,67,29-Oct,74,7
Wet,2193,25,12,11-Apr,04-Nov,158,29-Oct,164,6
Wet,2265,25,13,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2976,25,14,02-Feb,11-Nov,83,29-Oct,96,13
Wet,2259,25,15,13-Jan,03-Nov,71,29-Oct,76,5
Wet,3273,25,16,08-Jan,05-Nov,64,29-Oct,71,7
Wet,2463,25,17,13-Jan,04-Nov,70,29-Oct,76,6.666666667
Wet,2643,25,18,19-Jan,03-Nov,77,29-Oct,82,5
Wet,2481,26,1,30-Jan,03-Nov,88,29-Oct,93,5.666666667
Wet,2880,26,2,20-Jan,04-Nov,77,29-Oct,83,6
Wet,2091,26,3,19-Jan,04-Nov,76,29-Oct,82,6
Wet,2073,26,4,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2637,26,5,25-Feb,05-Nov,111.3333333,29-Oct,119,7.666666667
Wet,2628,26,6,23-Jan,03-Nov,81,29-Oct,86,5
Wet,2802,26,7,07-Jan,07-Nov,61,29-Oct,70,9
Wet,2064,26,8,18-Jan,05-Nov,74,29-Oct,81,7
Wet,2694,26,9,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2184,26,10,06-Mar,04-Nov,122,29-Oct,128,6
Wet,2709,26,11,16-Jan,04-Nov,73,29-Oct,79,6
Wet,2169,26,12,23-Feb,03-Nov,112,29-Oct,117,5
Wet,2097,26,13,19-Jan,04-Nov,76,29-Oct,82,6
Wet,3018,26,14,11-Jan,07-Nov,65,29-Oct,74,9.666666667
Wet,2640,26,15,19-Feb,02-Nov,109,29-Oct,113,4.333333333
Wet,2286,26,16,11-Jan,02-Nov,70,29-Oct,74,4.666666667
Wet,2103,26,17,22-Jan,04-Nov,79,29-Oct,85,6.333333333
Wet,3246,26,18,16-Jan,05-Nov,72,29-Oct,79,7.333333333
Wet,3300,27,1,02-Feb,06-Nov,88,29-Oct,96,8
Wet,3330,27,2,15-Jan,05-Nov,71,29-Oct,78,7
Wet,3249,27,3,27-Jan,11-Nov,77,29-Oct,90,13.66666667
Wet,2349,27,4,03-Feb,04-Nov,91,29-Oct,97,6.333333333
Wet,2535,27,5,14-Jan,05-Nov,70,29-Oct,77,7
Wet,3162,27,6,01-Feb,06-Nov,87,29-Oct,95,8
Wet,2001,27,7,12-Jan,06-Nov,67,29-Oct,75,8.666666667
Wet,3111,27,8,24-Jan,05-Nov,80,29-Oct,87,7
Wet,2106,27,9,13-Jan,03-Nov,71,29-Oct,76,5.666666667
Wet,2553,27,10,11-Jan,04-Nov,68,29-Oct,74,6
Wet,3336,27,11,29-Jan,09-Nov,81,29-Oct,92,11
Wet,2712,27,12,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
