Generation,Timeline (ignore),Parental(ignore),ID,Treatment,# of Seeds ,Weight_200_seeds (mg),Weight_total (mg),Weight_1seed,Num_seeds
S1,349,W,1204,dry,,,,#DIV/0!,#DIV/0!
S1,349,W,1205,wet,214,4.211,40.619,0.01967757009,2064.228449
S1,349,W,1205,dry,197,6.535,34.211,0.03317258883,1031.30329
S1,349,W,1206,wet,233,5.417,52.488,0.02324892704,2257.652575
S1,349,W,1206,dry,214,5.578,58.305,0.02606542056,2236.871639
S1,349,D,1207,wet,,,,#DIV/0!,#DIV/0!
S1,349,D,1207,dry,200,4.78,53.604,0.0239,2242.845188
S1,349,D,1208,wet,,,,#DIV/0!,#DIV/0!
S1,349,D,1208,dry,211,6.003,47.798,0.02845023697,1680.056305
S1,349,D,1209,wet,220,4.718,42.744,0.02144545455,1993.14964
S1,349,D,1209,dry,217,5.669,58.946,0.02612442396,2256.355971
S1,371,W,1210,wet,182,4.428,32.275,0.02432967033,1326.569557
S1,371,W,1210,dry,,,,#DIV/0!,#DIV/0!
S1,371,W,1211,wet,,,,#DIV/0!,#DIV/0!
S1,371,W,1211,dry,206,5.338,45.143,0.02591262136,1742.124016
S1,371,W,1212,wet,190,4.099,26.253,0.02157368421,1216.899244
S1,371,W,1212,dry,200,4.195,32.431,0.020975,1546.174017
S1,371,D,1213,wet,,,,#DIV/0!,#DIV/0!
S1,371,D,1213,dry,199,6.607,36.709,0.03320100503,1105.659301
S1,371,D,1214,wet,,,,#DIV/0!,#DIV/0!
S1,371,D,1214,dry,,,,#DIV/0!,#DIV/0!
S1,371,D,1215,wet,200,4.753,33.241,0.023765,1398.737639
S1,371,D,1215,dry,,,,#DIV/0!,#DIV/0!
S1,372,W,1216,wet,200,4.527,32.296,0.022635,1426.816877
S1,372,W,1216,dry,,,,#DIV/0!,#DIV/0!
S1,372,W,1217,wet,200,5.199,46.407,0.025995,1785.227928
S1,372,W,1217,dry,197,4.753,26.874,0.02412690355,1113.860299
S1,372,W,1218,wet,,,,#DIV/0!,#DIV/0!
S1,372,W,1218,dry,,,,#DIV/0!,#DIV/0!
S1,372,D,1219,wet,192,4.899,37.377,0.025515625,1464.867116
S1,372,D,1219,dry,217,5.726,42.161,0.02638709677,1597.788509
S1,372,D,1220,wet,,,,#DIV/0!,#DIV/0!
S1,372,D,1220,dry,,,,#DIV/0!,#DIV/0!
S1,372,D,1221,wet,,,,#DIV/0!,#DIV/0!
S1,372,D,1221,dry,,,,#DIV/0!,#DIV/0!
S1,373,W,1222,wet,,,,#DIV/0!,#DIV/0!
S1,373,W,1222,dry,,,,#DIV/0!,#DIV/0!
S1,373,W,1223,wet,,,,#DIV/0!,#DIV/0!
S1,373,W,1223,dry,,,,#DIV/0!,#DIV/0!
S1,373,W,1224,wet,,,,#DIV/0!,#DIV/0!
S1,373,W,1224,dry,212,6.034,48.639,0.02846226415,1708.894266
S1,373,D,1225,wet,,,,#DIV/0!,#DIV/0!
S1,373,D,1225,dry,197,4.3665,34.476,0.02216497462,1555.427001
S1,373,D,1226,wet,,,,#DIV/0!,#DIV/0!
S1,373,D,1226,dry,,,,#DIV/0!,#DIV/0!
S1,373,D,1227,wet,,,,#DIV/0!,#DIV/0!
S1,373,D,1227,dry,,,,#DIV/0!,#DIV/0!
S1,374,W,1228,wet,188,5.386,21.646,0.02864893617,755.5603416
S1,374,W,1228,dry,197,4.637,50.939,0.02353807107,2164.111063
S1,374,W,1229,wet,206,5.008,53.915,0.02431067961,2217.749601
S1,374,W,1229,dry,,,,#DIV/0!,#DIV/0!
S1,374,W,1230,wet,,,,#DIV/0!,#DIV/0!
S1,374,W,1230,dry,,,,#DIV/0!,#DIV/0!
S1,374,D,1231,wet,,,,#DIV/0!,#DIV/0!
S1,374,D,1231,dry,,,,#DIV/0!,#DIV/0!
S1,374,D,1232,wet,200,5.578,54.276,0.02789,1946.073862
S1,374,D,1232,dry,,,,#DIV/0!,#DIV/0!
S1,374,D,1233,wet,,,,#DIV/0!,#DIV/0!
S1,374,D,1233,dry,,,,#DIV/0!,#DIV/0!
S1,375,W,1234,wet,183,4.157,39.952,0.02271584699,1758.772191
S1,375,W,1234,dry,,,,#DIV/0!,#DIV/0!
S1,375,W,1235,wet,,,,#DIV/0!,#DIV/0!
S1,375,W,1235,dry,169,5.511,35.963,0.03260946746,1102.839231
S1,375,W,1236,wet,,,,#DIV/0!,#DIV/0!
S1,375,W,1236,dry,,,,#DIV/0!,#DIV/0!
S1,375,D,1237,wet,,,,#DIV/0!,#DIV/0!
S1,375,D,1237,dry,198,5.231,41.501,0.02641919192,1570.865609
S1,375,D,1238,wet,,,,#DIV/0!,#DIV/0!
S1,375,D,1238,dry,200,5.908,52.546,0.02954,1778.808395
S1,375,D,1239,wet,,,,#DIV/0!,#DIV/0!
S1,375,D,1239,dry,,,,#DIV/0!,#DIV/0!
