Generation,Timeline,S0_ID,S1_ID,ID
S2,41,D,1088,2530
S2,41,W,1088,2531
S2,41,W,1088,2532
S2,41,W,1088,2533
S2,41,D,1089,2534
S2,41,D,1089,2535
S2,41,D,1089,2536
S2,41,W,1089,2537
S2,41,W,1089,2538
S2,41,W,1089,2539
S2,49,D,1090,2540
S2,49,D,1090,2541
S2,49,D,1090,2542
S2,49,W,1090,2543
S2,49,W,1090,2544
S2,49,W,1090,2545
S2,49,D,1091,2546
S2,49,D,1091,2547
S2,49,D,1091,2548
S2,49,W,1091,2549
S2,49,W,1091,2550
S2,49,W,1091,2551
S2,49,D,1092,2552
S2,49,D,1092,2553
S2,49,D,1092,2554
S2,49,W,1092,2555
S2,49,W,1092,2556
S2,49,W,1092,2557
S2,49,D,1093,2558
S2,49,D,1093,2559
S2,49,D,1093,2560
S2,49,W,1093,2561
S2,49,W,1093,2562
S2,49,W,1093,2563
S2,49,D,1094,2564
S2,49,D,1094,2565
S2,49,D,1094,2566
S2,49,W,1094,2567
S2,49,W,1094,2568
S2,49,W,1094,2569
S2,49,D,1095,2570
S2,49,D,1095,2571
S2,49,D,1095,2572
S2,49,W,1095,2573
S2,49,W,1095,2574
S2,49,W,1095,2575
S2,51,D,1096,2576
S2,51,D,1096,2577
S2,51,D,1096,2578
S2,51,W,1096,2579
S2,51,W,1096,2580
S2,51,W,1096,2581
S2,51,D,1097,2582
S2,51,D,1097,2583
S2,51,D,1097,2584
S2,51,W,1097,2585
S2,51,W,1097,2586
S2,51,W,1097,2587
S2,51,D,1098,2588
S2,51,D,1098,2589
S2,51,D,1098,2590
S2,51,W,1098,2591
S2,51,W,1098,2592
S2,51,W,1098,2593
S2,51,D,1099,2594
S2,51,D,1099,2595
S2,51,D,1099,2596
S2,51,W,1099,2597
S2,51,W,1099,2598
S2,51,W,1099,2599
S2,51,D,1100,2600
S2,51,D,1100,2601
S2,51,D,1100,2602
S2,51,W,1100,2603
S2,51,W,1100,2604
S2,51,W,1100,2605
S2,51,D,1101,2606
S2,51,D,1101,2607
S2,51,D,1101,2608
S2,51,W,1101,2609
S2,51,W,1101,2610
S2,51,W,1101,2611
S2,52,D,1102,2612
S2,52,D,1102,2613
S2,52,D,1102,2614
S2,52,W,1102,2615
S2,52,W,1102,2616
S2,52,W,1102,2617
S2,52,D,1103,2618
S2,52,D,1103,2619
S2,52,D,1103,2620
S2,52,W,1103,2621
S2,52,W,1103,2622
S2,52,W,1103,2623
S2,52,D,1104,2624
S2,52,D,1104,2625
S2,52,D,1104,2626
S2,52,W,1104,2627
S2,52,W,1104,2628
S2,52,W,1104,2629
S2,52,D,1105,2630
S2,52,D,1105,2631
S2,52,D,1105,2632
S2,52,W,1105,2633
S2,52,W,1105,2634
S2,52,W,1105,2635
S2,52,D,1106,2636
S2,52,D,1106,2637
S2,52,D,1106,2638
S2,52,W,1106,2639
S2,52,W,1106,2640
S2,52,W,1106,2641
S2,52,D,1107,2642
S2,52,D,1107,2643
S2,52,D,1107,2644
S2,52,W,1107,2645
S2,52,W,1107,2646
S2,52,W,1107,2647
S2,54,D,1108,2648
S2,54,D,1108,2649
S2,54,D,1108,2650
S2,54,W,1108,2651
S2,54,W,1108,2652
S2,54,W,1108,2653
S2,54,D,1109,2654
S2,54,D,1109,2655
S2,54,D,1109,2656
S2,54,W,1109,2657
S2,54,W,1109,2658
S2,54,W,1109,2659
S2,54,D,1110,2660
S2,54,D,1110,2661
S2,54,D,1110,2662
S2,54,W,1110,2663
S2,54,W,1110,2664
S2,54,W,1110,2665
S2,54,D,1111,2666
S2,54,D,1111,2667
S2,54,D,1111,2668
S2,54,W,1111,2669
S2,54,W,1111,2670
S2,54,W,1111,2671
S2,54,D,1112,2672
S2,54,D,1112,2673
S2,54,D,1112,2674
S2,54,W,1112,2675
S2,54,W,1112,2676
S2,54,W,1112,2677
S2,54,D,1113,2678
S2,54,D,1113,2679
S2,54,D,1113,2680
S2,54,W,1113,2681
S2,54,W,1113,2682
S2,54,W,1113,2683
S2,57,D,1114,2684
S2,57,D,1114,2685
S2,57,D,1114,2686
S2,57,W,1114,2687
S2,57,W,1114,2688
S2,57,W,1114,2689
S2,57,D,1115,2690
S2,57,D,1115,2691
S2,57,D,1115,2692
S2,57,W,1115,2693
S2,57,W,1115,2694
S2,57,W,1115,2695
S2,57,D,1116,2696
S2,57,D,1116,2697
S2,57,D,1116,2698
S2,57,W,1116,2699
S2,57,W,1116,2700
S2,57,W,1116,2701
S2,57,D,1117,2702
S2,57,D,1117,2703
S2,57,D,1117,2704
S2,57,W,1117,2705
S2,57,W,1117,2706
S2,57,W,1117,2707
S2,57,D,1118,2708
S2,57,D,1118,2709
S2,57,D,1118,2710
S2,57,W,1118,2711
S2,57,W,1118,2712
S2,57,W,1118,2713
S2,57,D,1119,2714
S2,57,D,1119,2715
S2,57,D,1119,2716
S2,57,W,1119,2717
S2,57,W,1119,2718
S2,57,W,1119,2719
S2,148,D,1120,2720
S2,148,D,1120,2721
S2,148,D,1120,2722
S2,148,W,1120,2723
S2,148,W,1120,2724
S2,148,W,1120,2725
S2,148,D,1121,2726
S2,148,D,1121,2727
S2,148,D,1121,2728
S2,148,W,1121,2729
S2,148,W,1121,2730
S2,148,W,1121,2731
S2,148,D,1122,2732
S2,148,D,1122,2733
S2,148,D,1122,2734
S2,148,W,1122,2735
S2,148,W,1122,2736
S2,148,W,1122,2737
S2,148,D,1123,2738
S2,148,D,1123,2739
S2,148,D,1123,2740
S2,148,W,1123,2741
S2,148,W,1123,2742
S2,148,W,1123,2743
S2,148,D,1124,2744
S2,148,D,1124,2745
S2,148,D,1124,2746
S2,148,W,1124,2747
S2,148,W,1124,2748
S2,148,W,1124,2749
S2,148,D,1125,2750
S2,148,D,1125,2751
S2,148,D,1125,2752
S2,148,W,1125,2753
S2,148,W,1125,2754
S2,148,W,1125,2755
S2,152,D,1126,2756
S2,152,D,1126,2757
S2,152,D,1126,2758
S2,152,W,1126,2759
S2,152,W,1126,2760
S2,152,W,1126,2761
S2,152,D,1127,2762
S2,152,D,1127,2763
S2,152,D,1127,2764
S2,152,W,1127,2765
S2,152,W,1127,2766
S2,152,W,1127,2767
S2,152,D,1128,2768
S2,152,D,1128,2769
S2,152,D,1128,2770
S2,152,W,1128,2771
S2,152,W,1128,2772
S2,152,W,1128,2773
S2,152,D,1129,2774
S2,152,D,1129,2775
S2,152,D,1129,2776
S2,152,W,1129,2777
S2,152,W,1129,2778
S2,152,W,1129,2779
S2,152,D,1130,2780
S2,152,D,1130,2781
S2,152,D,1130,2782
S2,152,W,1130,2783
S2,152,W,1130,2784
S2,152,W,1130,2785
S2,152,D,1131,2786
S2,152,D,1131,2787
S2,152,D,1131,2788
S2,152,W,1131,2789
S2,152,W,1131,2790
S2,152,W,1131,2791
S2,153,D,1132,2792
S2,153,D,1132,2793
S2,153,D,1132,2794
S2,153,W,1132,2795
S2,153,W,1132,2796
S2,153,W,1132,2797
S2,153,D,1133,2798
S2,153,D,1133,2799
S2,153,D,1133,2800
S2,153,W,1133,2801
S2,153,W,1133,2802
S2,153,W,1133,2803
S2,153,D,1134,2804
S2,153,D,1134,2805
S2,153,D,1134,2806
S2,153,W,1134,2807
S2,153,W,1134,2808
S2,153,W,1134,2809
S2,153,D,1135,2810
S2,153,D,1135,2811
S2,153,D,1135,2812
S2,153,W,1135,2813
S2,153,W,1135,2814
S2,153,W,1135,2815
S2,153,D,1136,2816
S2,153,D,1136,2817
S2,153,D,1136,2818
S2,153,W,1136,2819
S2,153,W,1136,2820
S2,153,W,1136,2821
S2,153,D,1137,2822
S2,153,D,1137,2823
S2,153,D,1137,2824
S2,153,W,1137,2825
S2,153,W,1137,2826
S2,153,W,1137,2827
S2,154,D,1138,2828
S2,154,D,1138,2829
S2,154,D,1138,2830
S2,154,W,1138,2831
S2,154,W,1138,2832
S2,154,W,1138,2833
S2,154,D,1139,2834
S2,154,D,1139,2835
S2,154,D,1139,2836
S2,154,W,1139,2837
S2,154,W,1139,2838
S2,154,W,1139,2839
S2,154,D,1140,2840
S2,154,D,1140,2841
S2,154,D,1140,2842
S2,154,W,1140,2843
S2,154,W,1140,2844
S2,154,W,1140,2845
S2,154,D,1141,2846
S2,154,D,1141,2847
S2,154,D,1141,2848
S2,154,W,1141,2849
S2,154,W,1141,2850
S2,154,W,1141,2851
S2,154,D,1142,2852
S2,154,D,1142,2853
S2,154,D,1142,2854
S2,154,W,1142,2855
S2,154,W,1142,2856
S2,154,W,1142,2857
S2,154,D,1143,2858
S2,154,D,1143,2859
S2,154,D,1143,2860
S2,154,W,1143,2861
S2,154,W,1143,2862
S2,154,W,1143,2863
S2,155,D,1144,2864
S2,155,D,1144,2865
S2,155,D,1144,2866
S2,155,W,1144,2867
S2,155,W,1144,2868
S2,155,W,1144,2869
S2,155,D,1145,2870
S2,155,D,1145,2871
S2,155,D,1145,2872
S2,155,W,1145,2873
S2,155,W,1145,2874
S2,155,W,1145,2875
S2,155,D,1146,2876
S2,155,D,1146,2877
S2,155,D,1146,2878
S2,155,W,1146,2879
S2,155,W,1146,2880
S2,155,W,1146,2881
S2,155,D,1147,2882
S2,155,D,1147,2883
S2,155,D,1147,2884
S2,155,W,1147,2885
S2,155,W,1147,2886
S2,155,W,1147,2887
S2,155,D,1148,2888
S2,155,D,1148,2889
S2,155,D,1148,2890
S2,155,W,1148,2891
S2,155,W,1148,2892
S2,155,W,1148,2893
S2,155,D,1149,2894
S2,155,D,1149,2895
S2,155,D,1149,2896
S2,155,W,1149,2897
S2,155,W,1149,2898
S2,155,W,1149,2899
S2,164,D,1150,2900
S2,164,D,1150,2901
S2,164,D,1150,2902
S2,164,W,1150,2903
S2,164,W,1150,2904
S2,164,W,1150,2905
S2,164,D,1151,2906
S2,164,D,1151,2907
S2,164,D,1151,2908
S2,164,W,1151,2909
S2,164,W,1151,2910
S2,164,W,1151,2911
S2,164,D,1152,2912
S2,164,D,1152,2913
S2,164,D,1152,2914
S2,164,W,1152,2915
S2,164,W,1152,2916
S2,164,W,1152,2917
S2,164,D,1153,2918
S2,164,D,1153,2919
S2,164,D,1153,2920
S2,164,W,1153,2921
S2,164,W,1153,2922
S2,164,W,1153,2923
S2,164,D,1154,2924
S2,164,D,1154,2925
S2,164,D,1154,2926
S2,164,W,1154,2927
S2,164,W,1154,2928
S2,164,W,1154,2929
S2,164,D,1155,2930
S2,164,D,1155,2931
S2,164,D,1155,2932
S2,164,W,1155,2933
S2,164,W,1155,2934
S2,164,W,1155,2935
S2,166,D,1156,2936
S2,166,D,1156,2937
S2,166,D,1156,2938
S2,166,W,1156,2939
S2,166,W,1156,2940
S2,166,W,1156,2941
S2,166,D,1157,2942
S2,166,D,1157,2943
S2,166,D,1157,2944
S2,166,W,1157,2945
S2,166,W,1157,2946
S2,166,W,1157,2947
S2,166,D,1158,2948
S2,166,D,1158,2949
S2,166,D,1158,2950
S2,166,W,1158,2951
S2,166,W,1158,2952
S2,166,W,1158,2953
S2,166,D,1159,2954
S2,166,D,1159,2955
S2,166,D,1159,2956
S2,166,W,1159,2957
S2,166,W,1159,2958
S2,166,W,1159,2959
S2,166,D,1160,2960
S2,166,D,1160,2961
S2,166,D,1160,2962
S2,166,W,1160,2963
S2,166,W,1160,2964
S2,166,W,1160,2965
S2,166,D,1161,2966
S2,166,D,1161,2967
S2,166,D,1161,2968
S2,166,W,1161,2969
S2,166,W,1161,2970
S2,166,W,1161,2971
S2,167,D,1162,2972
S2,167,D,1162,2973
S2,167,D,1162,2974
S2,167,W,1162,2975
S2,167,W,1162,2976
S2,167,W,1162,2977
S2,167,D,1163,2978
S2,167,D,1163,2979
S2,167,D,1163,2980
S2,167,W,1163,2981
S2,167,W,1163,2982
S2,167,W,1163,2983
S2,167,D,1164,2984
S2,167,D,1164,2985
S2,167,D,1164,2986
S2,167,W,1164,2987
S2,167,W,1164,2988
S2,167,W,1164,2989
S2,167,D,1165,2990
S2,167,D,1165,2991
S2,167,D,1165,2992
S2,167,W,1165,2993
S2,167,W,1165,2994
S2,167,W,1165,2995
S2,167,D,1166,2996
S2,167,D,1166,2997
S2,167,D,1166,2998
S2,167,W,1166,2999
S2,167,W,1166,3000
S2,167,W,1166,3001
S2,167,D,1167,3002
S2,167,D,1167,3003
S2,167,D,1167,3004
S2,167,W,1167,3005
S2,167,W,1167,3006
S2,167,W,1167,3007
S2,170,D,1168,3008
S2,170,D,1168,3009
S2,170,D,1168,3010
S2,170,W,1168,3011
S2,170,W,1168,3012
S2,170,W,1168,3013
S2,170,D,1169,3014
S2,170,D,1169,3015
S2,170,D,1169,3016
S2,170,W,1169,3017
S2,170,W,1169,3018
S2,170,W,1169,3019
S2,170,D,1170,3020
S2,170,D,1170,3021
S2,170,D,1170,3022
S2,170,W,1170,3023
S2,170,W,1170,3024
S2,170,W,1170,3025
S2,170,D,1171,3026
S2,170,D,1171,3027
S2,170,D,1171,3028
S2,170,W,1171,3029
S2,170,W,1171,3030
S2,170,W,1171,3031
S2,170,D,1172,3032
S2,170,D,1172,3033
S2,170,D,1172,3034
S2,170,W,1172,3035
S2,170,W,1172,3036
S2,170,W,1172,3037
S2,170,D,1173,3038
S2,170,D,1173,3039
S2,170,D,1173,3040
S2,170,W,1173,3041
S2,170,W,1173,3042
S2,170,W,1173,3043
S2,172,D,1174,3044
S2,172,D,1174,3045
S2,172,D,1174,3046
S2,172,W,1174,3047
S2,172,W,1174,3048
S2,172,W,1174,3049
S2,172,D,1175,3050
S2,172,D,1175,3051
S2,172,D,1175,3052
S2,172,W,1175,3053
S2,172,W,1175,3054
S2,172,W,1175,3055
S2,172,D,1176,3056
S2,172,D,1176,3057
S2,172,D,1176,3058
S2,172,W,1176,3059
S2,172,W,1176,3060
S2,172,W,1176,3061
S2,172,D,1177,3062
S2,172,D,1177,3063
S2,172,D,1177,3064
S2,172,W,1177,3065
S2,172,W,1177,3066
