Rep,ID,days_to_germ,S0_ID,S1_ID,S0_Treatment,S1_treatment
1,2819,15,153,1136,D,W
1,2822,15,153,1137,D,D
1,2825,10,153,1137,D,W
1,2828,#DIV/0!,154,1138,W,D
1,2831,8.666666667,154,1138,W,W
1,2834,8.333333333,154,1139,W,D
1,2837,8,154,1139,W,W
1,2840,#DIV/0!,154,1140,W,D
1,2843,8,154,1140,W,W
1,2846,#DIV/0!,154,1141,D,D
1,2849,9.333333333,154,1141,D,W
1,2852,8,154,1142,D,D
1,2855,8.666666667,154,1142,D,W
1,2858,#DIV/0!,154,1143,D,D
1,2861,#DIV/0!,154,1143,D,W
1,2864,8,155,1144,W,D
1,2867,8.666666667,155,1144,W,W
1,2870,8,155,1145,W,D
1,2873,8.333333333,155,1145,W,W
1,2876,7.666666667,155,1146,W,D
1,2879,8.333333333,155,1146,W,W
1,2882,8.333333333,155,1147,D,D
1,2885,7.666666667,155,1147,D,W
1,2888,8,155,1148,D,D
1,2891,7.666666667,155,1148,D,W
1,2894,8.333333333,155,1149,D,D
1,2897,8.666666667,155,1149,D,W
1,2900,9,164,1150,W,D
1,2903,8.666666667,164,1150,W,W
1,2906,9,164,1151,W,D
1,2909,10,164,1151,W,W
1,2912,8.666666667,164,1152,W,D
1,2915,9.333333333,164,1152,W,W
1,2918,11,164,1153,D,D
1,2921,12.33333333,164,1153,D,W
1,2924,#DIV/0!,164,1154,D,D
1,2927,9.333333333,164,1154,D,W
1,2930,12,164,1155,D,D
1,2933,11.33333333,164,1155,D,W
1,2936,8.666666667,166,1156,W,D
1,2939,8.666666667,166,1156,W,W
1,2942,9.333333333,166,1157,W,D
1,2945,8,166,1157,W,W
1,2948,11.66666667,166,1158,W,D
1,2951,9,166,1158,W,W
1,2954,8,166,1159,D,D
1,2957,8.333333333,166,1159,D,W
1,2960,8,166,1160,D,D
1,2963,7.666666667,166,1160,D,W
1,2966,8,166,1161,D,D
1,2969,7.666666667,166,1161,D,W
1,2972,9.5,167,1162,W,D
1,2975,10.66666667,167,1162,W,W
1,2978,10.66666667,167,1163,W,D
1,2981,11,167,1163,W,W
1,2984,9.333333333,167,1164,W,D
1,2987,11.33333333,167,1164,W,W
1,2990,10.66666667,167,1165,D,D
1,2993,10,167,1165,D,W
1,2996,9,167,1166,D,D
1,2999,11,167,1166,D,W
1,3002,12.33333333,167,1167,D,D
1,3005,10.33333333,167,1167,D,W
1,3008,10.66666667,170,1168,W,D
1,3011,9.666666667,170,1168,W,W
1,3014,11,170,1169,W,D
1,3017,10.33333333,170,1169,W,W
1,3020,10.33333333,170,1170,W,D
1,3023,10.33333333,170,1170,W,W
1,3026,12.33333333,170,1171,D,D
1,3029,11.33333333,170,1171,D,W
1,3032,11.66666667,170,1172,D,D
1,3035,13.33333333,170,1172,D,W
1,3038,14.66666667,170,1173,D,D
1,3041,16,170,1173,D,W
1,3044,12.66666667,172,1174,W,D
1,3047,13.66666667,172,1174,W,W
1,3050,11,172,1175,W,D
1,3053,12.66666667,172,1175,W,W
1,3056,13.66666667,172,1176,W,D
1,3059,#DIV/0!,172,1176,W,W
1,3062,15,172,1177,D,D
1,3065,15.66666667,172,1177,D,W
1,3068,13,172,1178,D,D
1,3071,15,172,1178,D,W
1,3074,21.33333333,172,1179,D,D
1,3077,20.66666667,172,1179,D,W
1,3080,11.33333333,342,1180,W,D
1,3083,#DIV/0!,342,1180,W,W
1,3086,#DIV/0!,342,1181,W,D
1,3089,#DIV/0!,342,1181,W,W
1,3092,#DIV/0!,342,1182,W,D
1,3095,#DIV/0!,342,1182,W,W
1,3098,#DIV/0!,342,1183,D,D
1,3101,13.33333333,342,1183,D,W
1,3104,14.33333333,342,1184,D,D
1,3107,15,342,1184,D,W
1,3110,12.66666667,342,1185,D,D
1,3113,13.5,342,1185,D,W
1,3116,12,343,1186,W,D
1,3119,13,343,1186,W,W
1,3122,11.66666667,343,1187,W,D
1,3125,15,343,1187,W,W
1,3128,15.33333333,343,1188,W,D
1,3131,11,343,1188,W,W
1,3134,13.66666667,343,1189,D,D
1,3137,21.33333333,343,1189,D,W
1,3140,17.66666667,343,1190,D,D
1,3143,10.5,343,1190,D,W
1,3146,22,343,1191,D,D
1,3149,#DIV/0!,343,1191,D,W
1,3152,14,344,1192,W,D
1,3155,#DIV/0!,344,1192,W,W
1,3158,20.33333333,344,1193,W,D
1,3161,15.33333333,344,1193,W,W
1,3164,#DIV/0!,344,1194,W,D
1,3167,16,344,1194,W,W
1,3170,12.33333333,344,1195,D,D
1,3173,16.5,344,1195,D,W
1,3176,12.66666667,344,1196,D,D
1,3179,15,344,1196,D,W
1,3182,12.33333333,344,1197,D,D
1,3185,14.5,344,1197,D,W
1,3188,16.5,345,1198,W,D
1,3191,22.66666667,345,1198,W,W
1,3194,21,345,1199,W,D
1,3197,16.66666667,345,1199,W,W
1,3200,17,345,1200,W,D
1,3203,15.5,345,1200,W,W
1,3206,#DIV/0!,345,1201,D,D
1,3209,15,345,1201,D,W
1,3212,24,345,1202,D,D
1,3215,18.33333333,345,1202,D,W
1,3218,26,345,1203,D,D
1,3221,21.66666667,345,1203,D,W
1,3224,18.66666667,349,1204,W,D
1,3227,13.66666667,349,1204,W,W
1,3230,13.33333333,349,1205,W,D
1,3233,13.66666667,349,1205,W,W
1,3236,15.66666667,349,1206,W,D
1,3239,12.33333333,349,1206,W,W
1,3242,15.33333333,349,1207,D,D
1,3245,12.66666667,349,1207,D,W
1,3248,16.33333333,349,1208,D,D
1,3251,#DIV/0!,349,1208,D,W
1,3254,14,349,1209,D,D
1,3257,14.33333333,349,1209,D,W
1,3260,#DIV/0!,371,1210,W,D
1,3263,10.5,371,1210,W,W
1,3266,15.66666667,371,1211,W,D
1,3269,11.33333333,371,1211,W,W
1,3272,11.66666667,371,1212,W,D
1,3275,13.33333333,371,1212,W,W
1,3278,11,371,1213,D,D
1,3281,13.33333333,371,1213,D,W
1,3284,13.33333333,371,1214,D,D
1,3287,14,371,1214,D,W
1,3290,20,371,1215,D,D
1,3293,14,371,1215,D,W
1,3296,10,372,1216,W,D
1,3299,13,372,1216,W,W
1,3302,10.66666667,372,1217,W,D
1,3305,10.33333333,372,1217,W,W
1,3308,10.33333333,372,1218,W,D
1,3311,16,372,1218,W,W
1,3314,11,372,1219,D,D
1,3317,11,372,1219,D,W
1,3320,11.33333333,372,1220,D,D
1,3323,14.66666667,372,1220,D,W
1,3326,11.66666667,372,1221,D,D
1,3329,12.33333333,372,1221,D,W
1,3332,18.66666667,373,1222,W,D
1,3335,19.5,373,1222,W,W
1,3338,#DIV/0!,373,1223,W,D
1,3341,16,373,1223,W,W
1,3344,15.5,373,1224,W,D
1,3347,#DIV/0!,373,1224,W,W
1,3350,18.66666667,373,1225,D,D
1,3353,14.33333333,373,1225,D,W
1,3356,15.66666667,373,1226,D,D
1,3359,16.33333333,373,1226,D,W
1,3362,17,373,1227,D,D
1,3365,#DIV/0!,373,1227,D,W
1,3368,12,374,1228,W,D
1,3371,12,374,1228,W,W
1,3374,10.66666667,374,1229,W,D
1,3377,12.33333333,374,1229,W,W
1,3380,13.66666667,374,1230,W,D
1,3383,13,374,1230,W,W
1,3386,12.33333333,374,1231,D,D
1,3389,#DIV/0!,374,1231,D,W
1,3392,14,374,1232,D,D
1,3395,12.66666667,374,1232,D,W
1,3398,9,374,1233,D,D
1,3401,32.66666667,374,1233,D,W
1,3404,11.33333333,375,1234,W,D
1,3407,11.33333333,375,1234,W,W
1,3410,12,375,1235,W,D
1,3413,13,375,1235,W,W
1,3416,11.33333333,375,1236,W,D
1,3419,#DIV/0!,375,1236,W,W
1,3422,11,375,1237,D,D
1,3425,16.33333333,375,1237,D,W
1,3428,13.66666667,375,1238,D,D
1,3431,23,375,1238,D,W
1,3434,11.66666667,375,1239,D,D
1,3437,18.5,375,1239,D,W
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
