Treatment,ID,Tray,Placement,Flowering_date,avg_germ,FT,Sow_date,FD,days_to_germ
Dry,3092,6,3,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Dry,3095,13,10,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Dry,3098,6,8,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Dry,3101,19,8,Nov-1,Aug-28,65,Aug-15,78,13.33333333
Dry,3104,24,14,Oct-27,Aug-29,59,Aug-15,73,14.33333333
Dry,3107,9,17,Nov-2,Aug-30,64,Aug-15,79,15
Dry,3110,27,12,Oct-26,Aug-27,60,Aug-15,72,12.66666667
Dry,3113,18,8,Nov-20,Aug-28,84,Aug-15,97,13.5
Dry,3116,22,12,Nov-8,Aug-27,73,Aug-15,85,12
Dry,3119,5,10,Nov-6,Aug-28,70,Aug-15,83,13
Dry,3122,7,9,Nov-5,Aug-26,71,Aug-15,82,11.66666667
Dry,3125,15,13,Nov-15,Aug-30,77,Aug-15,92,15
Dry,3128,2,5,Nov-3,Aug-30,65,Aug-15,80,15.33333333
Dry,3131,1,1,Nov-8,Aug-26,74,Aug-15,85,11
Dry,3134,17,10,Oct-28,Aug-28,61,Aug-15,74,13.66666667
Dry,3137,11,10,Nov-5,Sep-5,61,Aug-15,82,21.33333333
Dry,3140,27,7,Nov-1,Sep-1,61,Aug-15,78,17.66666667
Dry,3143,4,1,Nov-14,Aug-25,81,Aug-15,91,10.5
Dry,3146,9,15,Nov-13,Sep-6,68,Aug-15,90,22
Dry,3149,2,12,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Dry,3152,26,9,Nov-28,Aug-29,91,Aug-15,105,14
Dry,3155,15,4,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Dry,3158,4,13,Nov-15,Sep-4,72,Aug-15,92,20.33333333
Dry,3161,13,17,Oct-28,Aug-30,59,Aug-15,74,15.33333333
Dry,3164,5,6,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Dry,3167,24,1,Nov-8,Aug-31,69,Aug-15,85,16
Dry,3170,20,12,Nov-11,Aug-27,76,Aug-15,88,12.33333333
Dry,3173,3,18,Nov 19,Aug-31,80,Aug-15,96,16.5
Dry,3176,17,3,,Aug-27,May-3,Aug-15,May-15,12.66666667
Dry,3179,12,15,,Aug-30,Apr-30,Aug-15,May-15,15
Dry,3182,26,6,Oct-24,Aug-27,58,Aug-15,70,12.33333333
Dry,3185,26,12,Oct-24,Aug-29,56,Aug-15,70,14.5
Dry,3188,19,12,Nov-28,Aug-31,89,Aug-15,105,16.5
Dry,3191,5,16,Nov-1,Sep-6,56,Aug-15,78,22.66666667
Dry,3194,3,8,Oct-31,Sep-5,56,Aug-15,77,21
Dry,3197,26,13,Nov-5,Aug-31,66,Aug-15,82,16.66666667
Dry,3200,20,14,Oct-28,Sep-1,57,Aug-15,74,17
Dry,3203,20,10,Nov-24,Aug-30,86,Aug-15,101,15.5
Dry,3206,22,1,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Dry,3209,16,15,Oct-31,Aug-30,62,Aug-15,77,15
Dry,3212,5,7,,Sep-8,Apr-21,Aug-15,May-15,24
Dry,3215,21,13,Oct-28,Sep-2,56,Aug-15,74,18.33333333
Dry,3218,12,2,Oct-28,Sep-10,48,Aug-15,74,26
Dry,3221,22,13,Nov-7,Sep-5,63,Aug-15,84,21.66666667
Dry,3224,6,13,Oct-26,Sep-2,54,Aug-15,72,18.66666667
Dry,3227,16,11,Nov-2,Aug-28,66,Aug-15,79,13.66666667
Dry,3230,15,17,Oct-28,Aug-28,61,Aug-15,74,13.33333333
Dry,3233,17,12,Oct-30,Aug-28,63,Aug-15,76,13.66666667
Dry,3236,11,3,Nov-7,Aug-30,69,Aug-15,84,15.66666667
Dry,3239,19,11,Nov-7,Aug-27,72,Aug-15,84,12.33333333
Dry,3242,17,5,Nov-8,Aug-30,70,Aug-15,85,15.33333333
Dry,3245,22,7,Oct-29,Aug-27,63,Aug-15,75,12.66666667
Dry,3248,26,10,Nov-16,Aug-31,77,Aug-15,93,16.33333333
Dry,3251,24,13,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Dry,3254,19,17,Oct-29,Aug-29,61,Aug-15,75,14
Dry,3257,7,6,Oct-28,Aug-29,60,Aug-15,74,14.33333333
Dry,3260,23,13,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Dry,3263,11,7,Oct-29,Aug-25,65,Aug-15,75,10.5
Dry,3266,26,1,Oct-23,Aug-30,54,Aug-15,69,15.66666667
Dry,3269,1,13,Oct-28,Aug-26,63,Aug-15,74,11.33333333
Dry,3272,24,17,Oct-23,Aug-26,58,Aug-15,69,11.66666667
Dry,3275,21,16,Oct-30,Aug-28,63,Aug-15,76,13.33333333
Dry,3278,19,13,Oct-22,Aug-26,57,Aug-15,68,11
Dry,3281,8,7,Nov-8,Aug-28,72,Aug-15,85,13.33333333
Dry,3284,25,14,Oct-30,Aug-28,63,Aug-15,76,13.33333333
Dry,3287,3,5,Oct-27,Aug-29,59,Aug-15,73,14
Dry,3290,3,11,Nov-1,Sep-4,58,Aug-15,78,20
Dry,3293,2,1,Nov-16,Aug-29,79,Aug-15,93,14
Dry,3296,5,15,Oct-31,Aug-25,67,Aug-15,77,10
Dry,3299,14,16,,Aug-28,May-2,Aug-15,May-15,13
Dry,3302,21,1,Nov-2,Aug-25,69,Aug-15,79,10.66666667
Dry,3305,1,18,Nov-16,Aug-25,83,Aug-15,93,10.33333333
Dry,3308,22,14,Nov-5,Aug-25,72,Aug-15,82,10.33333333
Dry,3311,4,17,Nov-12,Aug-31,73,Aug-15,89,16
Dry,3314,10,17,Nov-6,Aug-26,72,Aug-15,83,11
Dry,3317,6,15,Nov-4,Aug-26,70,Aug-15,81,11
Dry,3320,9,12,Oct-27,Aug-26,62,Aug-15,73,11.33333333
Dry,3323,9,9,Nov-2,Aug-29,65,Aug-15,79,14.66666667
Dry,3326,27,3,Oct-28,Aug-26,63,Aug-15,74,11.66666667
Dry,3329,13,16,Nov-5,Aug-27,70,Aug-15,82,12.33333333
Dry,3332,15,2,,Sep-2,Apr-27,Aug-15,May-15,18.66666667
Dry,3335,21,6,Nov-2,Sep-3,60,Aug-15,79,19.5
Dry,3338,12,6,Nov-28,#DIV/0!,#DIV/0!,Aug-15,105,#DIV/0!
Dry,3341,26,16,Oct-31,Aug-31,61,Aug-15,77,16
Dry,3344,25,3,Nov-2,Aug-30,64,Aug-15,79,15.5
Dry,3347,15,15,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Dry,3350,9,5,Nov-4,Sep-2,63,Aug-15,81,18.66666667
Dry,3353,8,4,Oct-27,Aug-29,59,Aug-15,73,14.33333333
Dry,3356,3,1,Oct-25,Aug-30,56,Aug-15,71,15.66666667
Dry,3359,23,9,Oct-28,Aug-31,58,Aug-15,74,16.33333333
Dry,3362,1,9,Oct-30,Sep-1,59,Aug-15,76,17
Dry,3365,13,15,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Dry,3368,23,5,Oct-31,Aug-27,65,Aug-15,77,12
Dry,3371,19,4,Oct-26,Aug-27,60,Aug-15,72,12
Dry,3374,21,8,Nov-2,Aug-25,69,Aug-15,79,10.66666667
Dry,3377,6,1,Nov-8,Aug-27,73,Aug-15,85,12.33333333
Dry,3380,8,14,Oct-30,Aug-28,63,Aug-15,76,13.66666667
Dry,3383,17,6,Oct-31,Aug-28,64,Aug-15,77,13
Dry,3386,25,6,Oct-28,Aug-27,62,Aug-15,74,12.33333333
Dry,3389,8,8,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Dry,3392,18,16,Nov-1,Aug-29,64,Aug-15,78,14
Dry,3395,13,5,Nov-1,Aug-27,66,Aug-15,78,12.66666667
Dry,3398,21,17,,Aug-24,May-6,Aug-15,May-15,9
Dry,3401,13,7,Nov-23,Sep-16,68,Aug-15,100,32.66666667
Dry,3404,23,17,Oct-27,Aug-26,62,Aug-15,73,11.33333333
Dry,3407,4,11,Nov-9,Aug-26,75,Aug-15,86,11.33333333
Dry,3410,18,14,Oct-28,Aug-27,62,Aug-15,74,12
Dry,3413,24,3,Nov-13,Aug-28,77,Aug-15,90,13
Dry,3416,27,5,Oct-22,Aug-26,57,Aug-15,68,11.33333333
Dry,3419,10,3,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Dry,3422,10,8,Oct-26,Aug-26,61,Aug-15,72,11
Dry,3425,20,16,Nov-3,Aug-31,64,Aug-15,80,16.33333333
Dry,3428,17,16,Oct-27,Aug-28,60,Aug-15,73,13.66666667
Dry,3431,8,3,Nov-12,Sep-7,66,Aug-15,89,23
Dry,3434,21,18,Oct-27,Aug-26,62,Aug-15,73,11.66666667
Dry,3437,9,13,Nov-10,Sep-2,69,Aug-15,87,18.5
Wet,2000,9,18,Oct-29,Aug-23,67,Aug-15,75,8
Wet,2003,8,17,Oct-28,Aug-22,67,Aug-15,74,7.5
Wet,2006,1,14,Oct-29,Aug-22,68,Aug-15,75,7.333333333
Wet,2009,7,4,Nov-3,Aug-23,72,Aug-15,80,8.666666667
Wet,2012,4,12,Nov-4,Aug-22,74,Aug-15,81,7.666666667
Wet,2015,27,6,Nov-2,Aug-22,72,Aug-15,79,7.666666667
Wet,2018,9,11,Oct-29,Aug-23,67,Aug-15,75,8
Wet,2021,8,9,Oct-31,Aug-22,70,Aug-15,77,7.666666667
Wet,2024,3,17,,Aug-23,May-7,Aug-15,May-15,8
Wet,2027,22,5,Oct-31,Aug-23,69,Aug-15,77,8.333333333
Wet,2030,13,11,Nov-8,Aug-22,78,Aug-15,85,7.666666667
Wet,2033,14,7,Oct-31,Aug-23,69,Aug-15,77,8
Wet,2036,7,17,Oct-31,Aug-24,68,Aug-15,77,9.333333333
Wet,2039,16,8,Nov-3,Aug-22,73,Aug-15,80,7
Wet,2042,6,16,Oct-29,Aug-23,67,Aug-15,75,8
Wet,2045,20,11,Nov-2,Aug-23,71,Aug-15,79,8
Wet,2048,24,4,Nov-2,Aug-24,70,Aug-15,79,9.333333333
Wet,2051,7,5,Oct-31,Aug-22,70,Aug-15,77,7.333333333
Wet,2054,8,1,Nov-5,Aug-23,74,Aug-15,82,8
Wet,2057,19,1,Nov-3,Aug-23,72,Aug-15,80,8
Wet,2060,7,3,Nov-13,Aug-26,79,Aug-15,90,11.33333333
Wet,2063,25,2,Nov-14,Aug-23,83,Aug-15,91,8.333333333
Wet,2066,5,18,Nov-12,Aug-26,78,Aug-15,89,11.33333333
Wet,2069,17,11,Oct-29,Aug-25,65,Aug-15,75,10.33333333
Wet,2072,9,7,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2075,11,17,Oct-31,Aug-24,68,Aug-15,77,9.666666667
Wet,2078,17,17,Nov-2,Aug-24,70,Aug-15,79,9
Wet,2081,9,1,Oct-29,Aug-23,67,Aug-15,75,8.666666667
Wet,2084,4,15,Oct-30,Aug-23,68,Aug-15,76,8.666666667
Wet,2087,1,10,Nov-11,Aug-23,80,Aug-15,88,8
Wet,2090,11,2,Oct-29,Aug-22,68,Aug-15,75,7
Wet,2093,24,2,Nov-4,Aug-23,73,Aug-15,81,8
Wet,2096,22,15,Nov28,Aug-22,98,Aug-15,105,7.333333333
Wet,2099,13,12,Nov-16,Aug-23,85,Aug-15,93,8.333333333
Wet,2102,26,17,Nov-23,Aug-22,93,Aug-15,100,7.666666667
Wet,2105,16,4,Nov-5,Aug-23,74,Aug-15,82,8.333333333
Wet,2108,8,18,Nov-4,Aug-22,74,Aug-15,81,7.333333333
Wet,2111,7,7,Oct-31,Aug-22,70,Aug-15,77,7
Wet,2114,10,13,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2117,14,11,Oct-25,Aug-22,64,Aug-15,71,7.666666667
Wet,2120,20,4,Oct-25,Aug-22,64,Aug-15,71,7.666666667
Wet,2123,14,17,Oct-24,Aug-22,63,Aug-15,70,7
Wet,2126,14,9,Oct-29,Aug-22,68,Aug-15,75,7.333333333
Wet,2129,2,8,Oct-28,Aug-22,67,Aug-15,74,7.333333333
Wet,2132,16,5,Oct-28,Aug-23,66,Aug-15,74,8
Wet,2135,19,5,Oct-29,Aug-22,68,Aug-15,75,7.666666667
Wet,2138,3,9,Oct-31,Aug-23,69,Aug-15,77,8
Wet,2141,20,1,Oct-20,Aug-22,59,Aug-15,66,7.333333333
Wet,2144,22,10,Nov-1,Aug-23,70,Aug-15,78,8
Wet,2147,14,14,Nov-7,Aug-22,77,Aug-15,84,7
Wet,2150,1,5,,Aug-23,May-7,Aug-15,May-15,8
Wet,2153,16,17,Nov-10,Aug-22,80,Aug-15,87,7.666666667
Wet,2156,6,14,Nov-1,Aug-22,71,Aug-15,78,7.333333333
Wet,2159,9,10,Nov-4,Aug-22,74,Aug-15,81,7.333333333
Wet,2162,22,17,Nov-9,Aug-22,79,Aug-15,86,7.666666667
Wet,2165,13,8,Nov-1,Aug-22,71,Aug-15,78,7
Wet,2168,10,2,Nov-18,Aug-22,88,Aug-15,95,7.333333333
Wet,2171,4,9,Nov-4,Aug-22,74,Aug-15,81,7
Wet,2174,25,10,Nov-7,Aug-22,77,Aug-15,84,7.333333333
Wet,2177,2,15,Oct-29,Aug-22,68,Aug-15,75,7.333333333
Wet,2180,15,16,Nov-1,Aug-23,70,Aug-15,78,8
Wet,2183,3,2,Oct-30,Aug-23,68,Aug-15,76,8
Wet,2186,1,11,,Aug-23,May-7,Aug-15,May-15,8
Wet,2189,7,11,Nov-8,Aug-23,77,Aug-15,85,8
Wet,2192,20,3,Oct-29,Aug-23,67,Aug-15,75,8.333333333
Wet,2195,6,18,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2198,10,9,Nov-12,Aug-22,82,Aug-15,89,7
Wet,2201,23,4,Nov-3,Aug-22,73,Aug-15,80,7.666666667
Wet,2204,10,18,Jan-4,Aug-22,135,Aug-15,142,7.666666667
Wet,2207,16,2,Nov-11,Aug-23,80,Aug-15,88,8.333333333
Wet,2210,1,8,Oct-24,Aug-23,62,Aug-15,70,8
Wet,2213,3,13,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2216,12,17,Nov-2,Aug-23,71,Aug-15,79,8
Wet,2219,5,3,Nov-5,Aug-23,74,Aug-15,82,8
Wet,2222,1,2,Nov-6,Aug-23,75,Aug-15,83,8.333333333
Wet,2225,15,18,Oct-30,Aug-23,68,Aug-15,76,8
Wet,2228,12,13,Nov-4,Aug-24,72,Aug-15,81,9
Wet,2231,18,5,Nov-5,Aug-23,74,Aug-15,82,8
Wet,2234,4,2,Nov 19,Aug-23,88,Aug-15,96,8
Wet,2237,5,9,Nov-14,Aug-23,83,Aug-15,91,8.333333333
Wet,2240,12,7,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2243,15,12,Nov-9,Aug-24,77,Aug-15,86,9.333333333
Wet,2246,10,5,Nov-7,Aug-23,76,Aug-15,84,8
Wet,2249,14,3,Nov-6,Aug-24,74,Aug-15,83,9
Wet,2252,6,7,Oct-29,Aug-22,68,Aug-15,75,7.333333333
Wet,2255,13,4,Nov-4,Aug-22,74,Aug-15,81,7
Wet,2258,26,3,Oct-30,Aug-23,68,Aug-15,76,8.333333333
Wet,2261,8,5,Oct-28,Aug-22,67,Aug-15,74,7
Wet,2264,11,11,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2267,9,8,Nov-4,Aug-23,73,Aug-15,81,8.333333333
Wet,2270,5,11,Nov-8,Aug-24,76,Aug-15,85,9
Wet,2273,21,15,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2276,5,13,Oct-30,Aug-22,69,Aug-15,76,7.666666667
Wet,2279,10,14,,Aug-22,May-8,Aug-15,May-15,7
Wet,2282,4,5,Nov-4,Aug-26,70,Aug-15,81,11
Wet,2285,25,5,Nov-2,Aug-26,68,Aug-15,79,11
Wet,2288,14,4,Nov-6,Aug-23,75,Aug-15,83,8
Wet,2291,10,12,Nov-1,Aug-22,71,Aug-15,78,7
Wet,2294,1,7,Nov-5,Aug-22,75,Aug-15,82,7.333333333
Wet,2297,12,14,Nov-5,Aug-22,75,Aug-15,82,7
Wet,2300,1,6,Nov-7,Aug-23,76,Aug-15,84,8
Wet,2303,4,6,Nov-1,Aug-22,71,Aug-15,78,7.333333333
Wet,2306,17,7,Nov-1,Aug-23,70,Aug-15,78,8.666666667
Wet,2309,4,7,Nov-4,Aug-24,72,Aug-15,81,9.666666667
Wet,2312,14,5,Nov-7,Aug-24,75,Aug-15,84,9.333333333
Wet,2315,24,11,Nov-3,Aug-23,72,Aug-15,80,8
Wet,2318,21,12,Nov-7,Aug-23,76,Aug-15,84,8.666666667
Wet,2321,22,4,Nov-5,Aug-24,73,Aug-15,82,9.666666667
Wet,2324,26,11,Nov-1,Aug-24,69,Aug-15,78,9.333333333
Wet,2327,1,3,Nov-3,Aug-24,71,Aug-15,80,9
Wet,2330,19,10,Oct-28,Aug-22,67,Aug-15,74,7.333333333
Wet,2333,22,11,Oct-30,Aug-23,68,Aug-15,76,8.333333333
Wet,2336,10,7,Nov-1,Aug-23,70,Aug-15,78,8.333333333
Wet,2339,18,15,Oct-22,Aug-23,60,Aug-15,68,8
Wet,2342,4,8,Nov-3,Aug-23,72,Aug-15,80,8
Wet,2345,23,8,Oct-26,Aug-23,64,Aug-15,72,8.333333333
Wet,2348,9,6,Nov-2,Aug-24,70,Aug-15,79,9
Wet,2351,20,9,Nov-6,Aug-29,69,Aug-15,83,14
Wet,2354,7,12,Nov-2,Aug-22,72,Aug-15,79,7.666666667
Wet,2357,20,15,Nov-4,Aug-26,70,Aug-15,81,11
Wet,2360,21,9,Oct-31,Aug-25,67,Aug-15,77,10.33333333
Wet,2363,2,17,Oct-20,Aug-21,60,Aug-15,66,6.666666667
Wet,2366,16,7,Oct-26,Aug-27,60,Aug-15,72,12.66666667
Wet,2369,12,10,Oct-31,Aug-23,69,Aug-15,77,8
Wet,2372,15,3,Nov-2,Aug-29,65,Aug-15,79,14.66666667
Wet,2375,8,11,Oct-26,Aug-25,62,Aug-15,72,10.33333333
Wet,2378,23,3,Nov-1,Aug-28,65,Aug-15,78,13.33333333
Wet,2381,8,12,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2384,13,2,Nov-3,Aug-28,67,Aug-15,80,13.33333333
Wet,2387,13,18,Oct-25,Aug-23,63,Aug-15,71,8
Wet,2390,17,9,Nov-6,Sep-2,65,Aug-15,83,18
Wet,2393,20,18,Nov-4,Aug-26,70,Aug-15,81,11.5
Wet,2396,14,18,Oct-24,Aug-22,63,Aug-15,70,7.666666667
Wet,2399,26,2,Oct-27,Aug-22,66,Aug-15,73,7
Wet,2402,5,17,Oct-19,Aug-23,57,Aug-15,65,8
Wet,2405,25,16,Oct-27,Aug-23,65,Aug-15,73,8
Wet,2408,18,9,Nov-6,Aug-23,75,Aug-15,83,8.333333333
Wet,2411,2,9,Oct-30,Aug-23,68,Aug-15,76,8.666666667
Wet,2414,25,4,Oct-28,Aug-22,67,Aug-15,74,7
Wet,2417,23,15,Oct-22,Aug-25,58,Aug-15,68,10
Wet,2420,21,10,Nov-2,Aug-28,66,Aug-15,79,13
Wet,2423,11,4,Oct-26,Aug-25,62,Aug-15,72,10.33333333
Wet,2426,2,6,Oct-18,Aug-27,52,Aug-15,64,12.66666667
Wet,2429,16,12,Oct-22,Aug-23,60,Aug-15,68,8.5
Wet,2432,4,3,Oct-23,Aug-23,61,Aug-15,69,8
Wet,2435,11,8,Oct-24,Aug-24,61,Aug-15,70,9.333333333
Wet,2438,25,18,Nov-2,Aug-22,72,Aug-15,79,7.333333333
Wet,2441,12,1,Oct-25,Aug-24,62,Aug-15,71,9
Wet,2444,1,17,Oct-22,Aug-23,60,Aug-15,68,8.333333333
Wet,2447,18,6,Oct-29,Aug-23,67,Aug-15,75,8.666666667
Wet,2450,3,3,Oct-22,Aug-23,60,Aug-15,68,8.333333333
Wet,2453,26,18,Oct-25,Aug-25,61,Aug-15,71,10
Wet,2456,15,11,Nov-2,Aug-25,69,Aug-15,79,10.33333333
Wet,2459,12,8,Oct-29,Aug-29,61,Aug-15,75,14
Wet,2462,19,9,Nov-1,Aug-27,66,Aug-15,78,12
Wet,2465,7,13,Nov-2,Aug-24,70,Aug-15,79,9.666666667
Wet,2468,24,10,Nov-7,Aug-26,73,Aug-15,84,11
Wet,2471,11,16,Nov-13,Aug-27,78,Aug-15,90,12.66666667
Wet,2474,15,8,Nov-6,Aug-24,74,Aug-15,83,9
Wet,2477,17,15,,Aug-25,May-5,Aug-15,May-15,10.33333333
Wet,2480,27,11,Nov-1,Aug-23,70,Aug-15,78,8.333333333
Wet,2483,14,13,Nov-12,Aug-26,78,Aug-15,89,11.33333333
Wet,2486,25,7,Nov-4,Aug-23,73,Aug-15,81,8.333333333
Wet,2489,18,11,Nov-27,Aug-23,96,Aug-15,104,8.333333333
Wet,2492,9,2,Nov-1,Aug-24,69,Aug-15,78,9
Wet,2495,1,4,Oct-25,Aug-22,64,Aug-15,71,7.666666667
Wet,2498,25,13,Nov-20,Aug-25,87,Aug-15,97,10.66666667
Wet,2501,2,16,Nov-20,Aug-26,86,Aug-15,97,11
Wet,2504,16,1,Oct-30,Aug-24,67,Aug-15,76,9.666666667
Wet,2507,8,10,Oct-30,Aug-28,63,Aug-15,76,13.33333333
Wet,2510,23,11,Nov-4,Aug-26,70,Aug-15,81,11.66666667
Wet,2513,5,8,Nov-10,Aug-28,74,Aug-15,87,13
Wet,2516,27,10,Oct-25,Aug-22,64,Aug-15,71,7.333333333
Wet,2519,27,2,Nov-4,Aug-23,73,Aug-15,81,8.5
Wet,2522,2,11,Nov-2,Aug-24,70,Aug-15,79,9.333333333
Wet,2525,23,16,Nov-9,Aug-24,77,Aug-15,86,9.333333333
Wet,2528,3,14,Nov-8,Aug-25,75,Aug-15,85,10
Wet,2531,10,6,Nov-17,Aug-25,84,Aug-15,94,10.66666667
Wet,2534,2,3,Nov-1,Aug-27,66,Aug-15,78,12.66666667
Wet,2537,24,16,Nov-17,Sep-2,76,Aug-15,94,18.5
Wet,2540,6,9,Oct-31,Aug-26,66,Aug-15,77,11
Wet,2543,19,15,Oct-31,Aug-24,68,Aug-15,77,9
Wet,2546,19,7,Oct-27,Aug-24,64,Aug-15,73,9
Wet,2549,18,18,Nov-4,Aug-23,73,Aug-15,81,8.666666667
Wet,2552,11,14,Oct-27,Aug-24,64,Aug-15,73,9
Wet,2555,14,1,Nov-4,Aug-24,72,Aug-15,81,9
Wet,2558,9,16,Oct-28,Aug-25,64,Aug-15,74,10.33333333
Wet,2561,9,14,Oct-25,Aug-23,63,Aug-15,71,8.666666667
Wet,2564,3,10,Oct-19,Aug-23,57,Aug-15,65,8.333333333
Wet,2567,13,1,Oct-23,Aug-24,60,Aug-15,69,9.333333333
Wet,2570,2,13,Oct-28,Aug-22,67,Aug-15,74,7.666666667
Wet,2573,2,10,Oct-29,Aug-25,65,Aug-15,75,10.66666667
Wet,2576,17,4,Nov-2,Aug-22,72,Aug-15,79,7.333333333
Wet,2579,19,16,Oct-28,Aug-21,68,Aug-15,74,6.666666667
Wet,2582,20,13,Oct-29,Aug-22,68,Aug-15,75,7
Wet,2585,21,11,Oct-27,Aug-22,66,Aug-15,73,7.333333333
Wet,2588,17,13,Oct-23,Aug-21,63,Aug-15,69,6.666666667
Wet,2591,13,14,Nov-7,Aug-24,75,Aug-15,84,9
Wet,2594,18,1,Oct-30,Aug-21,70,Aug-15,76,6.666666667
Wet,2597,11,15,Nov-1,Aug-22,71,Aug-15,78,7.5
Wet,2600,13,3,Oct-23,Aug-22,62,Aug-15,69,7.333333333
Wet,2603,27,8,Nov-9,Aug-23,78,Aug-15,86,8
Wet,2606,22,16,Oct-23,Aug-22,62,Aug-15,69,7.333333333
Wet,2609,25,9,Oct-20,Aug-23,58,Aug-15,66,8.333333333
Wet,2612,11,9,Oct-29,Aug-23,67,Aug-15,75,8.666666667
Wet,2615,18,17,Oct-28,Aug-22,67,Aug-15,74,7.333333333
Wet,2618,16,6,Nov-11,Aug-22,81,Aug-15,88,7
Wet,2621,3,6,Oct-21,Aug-22,60,Aug-15,67,7.333333333
Wet,2624,13,6,Oct-25,Aug-21,65,Aug-15,71,6.666666667
Wet,2627,18,10,Oct-26,Aug-22,65,Aug-15,72,7
Wet,2630,14,15,Nov-3,Aug-22,73,Aug-15,80,7
Wet,2633,25,1,Nov-7,Aug-22,77,Aug-15,84,7.333333333
Wet,2636,6,2,Oct-29,Aug-24,66,Aug-15,75,9
Wet,2639,6,5,Nov-9,Aug-22,79,Aug-15,86,7
Wet,2642,13,9,Nov-9,Aug-22,79,Aug-15,86,7.333333333
Wet,2645,17,2,Nov-1,Aug-22,71,Aug-15,78,7.333333333
Wet,2648,24,8,Nov-1,Aug-21,72,Aug-15,78,6.666666667
Wet,2651,7,1,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2654,16,10,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2657,1,16,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2660,9,4,Nov-9,Aug-22,79,Aug-15,86,7
Wet,2663,22,18,Nov-23,Aug-22,93,Aug-15,100,7.666666667
Wet,2666,6,12,Oct-30,Aug-22,69,Aug-15,76,7.666666667
Wet,2669,12,9,Nov-4,Aug-22,74,Aug-15,81,7.666666667
Wet,2672,12,18,Nov-6,Aug-24,74,Aug-15,83,9
Wet,2675,5,5,Nov-20,Aug-22,90,Aug-15,97,7
Wet,2678,6,6,Oct-30,Aug-22,69,Aug-15,76,7.666666667
Wet,2681,20,17,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2684,16,16,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2687,7,2,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2690,25,12,Oct-31,Aug-22,70,Aug-15,77,7.333333333
Wet,2693,12,12,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2696,6,4,Nov 18,Aug-22,88,Aug-15,95,7.333333333
Wet,2699,18,2,Nov-12,Aug-22,82,Aug-15,89,7
Wet,2702,3,7,Nov-14,Aug-23,83,Aug-15,91,8.666666667
Wet,2705,5,12,Nov-2,Aug-23,71,Aug-15,79,8
Wet,2708,18,12,Oct-24,Aug-23,62,Aug-15,70,8.666666667
Wet,2711,19,6,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2714,22,2,Oct-23,Aug-27,57,Aug-15,69,12.66666667
Wet,2717,19,18,Nov-19,Aug-25,86,Aug-15,96,10.33333333
Wet,2720,14,8,Nov-5,Aug-28,69,Aug-15,82,13.5
Wet,2723,11,12,Nov-5,Aug-29,68,Aug-15,82,14
Wet,2726,20,2,Oct-20,Aug-27,54,Aug-15,66,12.33333333
Wet,2729,22,8,Oct-31,Aug-30,62,Aug-15,77,15.33333333
Wet,2732,9,3,Oct-30,Aug-30,61,Aug-15,76,15
Wet,2735,2,7,Oct-29,Sep-1,58,Aug-15,75,17.66666667
Wet,2738,1,12,Nov-13,Aug-24,81,Aug-15,90,9.333333333
Wet,2741,4,16,Oct-27,Sep-4,53,Aug-15,73,20
Wet,2744,6,17,Nov-20,Aug-27,85,Aug-15,97,12
Wet,2747,5,1,Nov-2,Aug-27,67,Aug-15,79,12.66666667
